id,Time,MeasName,Hour
10271,2020-04-06,站点5,H23
10272,2020-04-06,站点26,H0
10273,2020-04-06,站点26,H1
10274,2020-04-06,站点26,H2
10275,2020-04-06,站点26,H3
10276,2020-04-06,站点26,H4
10277,2020-04-06,站点26,H5
10278,2020-04-06,站点26,H6
10279,2020-04-06,站点26,H7
10280,2020-04-06,站点26,H8
10281,2020-04-06,站点26,H9
10282,2020-04-06,站点26,H10
10283,2020-04-06,站点26,H11
10284,2020-04-06,站点26,H12
10285,2020-04-06,站点26,H13
10286,2020-04-06,站点26,H14
10287,2020-04-06,站点26,H15
10288,2020-04-06,站点26,H16
10289,2020-04-06,站点26,H17
10290,2020-04-06,站点26,H18
10291,2020-04-06,站点26,H19
10292,2020-04-06,站点26,H20
10293,2020-04-06,站点26,H21
10294,2020-04-06,站点26,H22
10295,2020-04-06,站点26,H23
10296,2020-04-06,站点1,H0
10297,2020-04-06,站点1,H1
10298,2020-04-06,站点1,H2
10299,2020-04-06,站点1,H3
10300,2020-04-06,站点1,H4
10301,2020-04-06,站点1,H5
10302,2020-04-06,站点1,H6
10303,2020-04-06,站点1,H7
10304,2020-04-06,站点1,H8
10305,2020-04-06,站点1,H9
10306,2020-04-06,站点1,H10
10307,2020-04-06,站点1,H11
10308,2020-04-06,站点1,H12
10309,2020-04-06,站点1,H13
10310,2020-04-06,站点1,H14
10311,2020-04-06,站点1,H15
10312,2020-04-06,站点1,H16
10313,2020-04-06,站点1,H17
10314,2020-04-06,站点1,H18
10315,2020-04-06,站点1,H19
10316,2020-04-06,站点1,H20
10317,2020-04-06,站点1,H21
10318,2020-04-06,站点1,H22
10319,2020-04-06,站点1,H23
10320,2020-04-06,站点3,H0
10321,2020-04-06,站点3,H1
10322,2020-04-06,站点3,H2
10323,2020-04-06,站点3,H3
10324,2020-04-06,站点3,H4
10325,2020-04-06,站点3,H5
10326,2020-04-06,站点3,H6
10327,2020-04-06,站点3,H7
10328,2020-04-06,站点3,H8
10329,2020-04-06,站点3,H9
10330,2020-04-06,站点3,H10
10331,2020-04-06,站点3,H11
10332,2020-04-06,站点3,H12
10333,2020-04-06,站点3,H13
10334,2020-04-06,站点3,H14
10335,2020-04-06,站点3,H15
10336,2020-04-06,站点3,H16
10337,2020-04-06,站点3,H17
10338,2020-04-06,站点3,H18
10339,2020-04-06,站点3,H19
10340,2020-04-06,站点3,H20
10341,2020-04-06,站点3,H21
10342,2020-04-06,站点3,H22
10343,2020-04-06,站点3,H23
10344,2020-04-06,站点29,H0
10345,2020-04-06,站点29,H1
10346,2020-04-06,站点29,H2
10347,2020-04-06,站点29,H3
10348,2020-04-06,站点29,H4
10349,2020-04-06,站点29,H5
10350,2020-04-06,站点29,H6
10351,2020-04-06,站点29,H7
10352,2020-04-06,站点29,H8
10353,2020-04-06,站点29,H9
10354,2020-04-06,站点29,H10
10355,2020-04-06,站点29,H11
10356,2020-04-06,站点29,H12
10357,2020-04-06,站点29,H13
10358,2020-04-06,站点29,H14
10359,2020-04-06,站点29,H15
10360,2020-04-06,站点29,H16
10361,2020-04-06,站点29,H17
10362,2020-04-06,站点29,H18
10363,2020-04-06,站点29,H19
10364,2020-04-06,站点29,H20
10365,2020-04-06,站点29,H21
10366,2020-04-06,站点29,H22
10367,2020-04-06,站点29,H23
10368,2020-04-06,站点11,H0
10369,2020-04-06,站点11,H1
10370,2020-04-06,站点11,H2
10371,2020-04-06,站点11,H3
10372,2020-04-06,站点11,H4
10373,2020-04-06,站点11,H5
10374,2020-04-06,站点11,H6
10375,2020-04-06,站点11,H7
10376,2020-04-06,站点11,H8
10377,2020-04-06,站点11,H9
10378,2020-04-06,站点11,H10
10379,2020-04-06,站点11,H11
10380,2020-04-06,站点11,H12
10381,2020-04-06,站点11,H13
10382,2020-04-06,站点11,H14
10383,2020-04-06,站点11,H15
10384,2020-04-06,站点11,H16
10385,2020-04-06,站点11,H17
10386,2020-04-06,站点11,H18
10387,2020-04-06,站点11,H19
10388,2020-04-06,站点11,H20
10389,2020-04-06,站点11,H21
10390,2020-04-06,站点11,H22
10391,2020-04-06,站点11,H23
10392,2020-04-06,站点30,H0
10393,2020-04-06,站点30,H1
10394,2020-04-06,站点30,H2
10395,2020-04-06,站点30,H3
10396,2020-04-06,站点30,H4
10397,2020-04-06,站点30,H5
10398,2020-04-06,站点30,H6
10399,2020-04-06,站点30,H7
10400,2020-04-06,站点30,H8
10401,2020-04-06,站点30,H9
10402,2020-04-06,站点30,H10
10403,2020-04-06,站点30,H11
10404,2020-04-06,站点30,H12
10405,2020-04-06,站点30,H13
10406,2020-04-06,站点30,H14
10407,2020-04-06,站点30,H15
10408,2020-04-06,站点30,H16
10409,2020-04-06,站点30,H17
10410,2020-04-06,站点30,H18
10411,2020-04-06,站点30,H19
10412,2020-04-06,站点30,H20
10413,2020-04-06,站点30,H21
10414,2020-04-06,站点30,H22
10415,2020-04-06,站点30,H23
10416,2020-04-06,站点28,H0
10417,2020-04-06,站点28,H1
10418,2020-04-06,站点28,H2
10419,2020-04-06,站点28,H3
10420,2020-04-06,站点28,H4
10421,2020-04-06,站点28,H5
10422,2020-04-06,站点28,H6
10423,2020-04-06,站点28,H7
10424,2020-04-06,站点28,H8
10425,2020-04-06,站点28,H9
10426,2020-04-06,站点28,H10
10427,2020-04-06,站点28,H11
10428,2020-04-06,站点28,H12
10429,2020-04-06,站点28,H13
10430,2020-04-06,站点28,H14
10431,2020-04-06,站点28,H15
10432,2020-04-06,站点28,H16
10433,2020-04-06,站点28,H17
10434,2020-04-06,站点28,H18
10435,2020-04-06,站点28,H19
10436,2020-04-06,站点28,H20
10437,2020-04-06,站点28,H21
10438,2020-04-06,站点28,H22
10439,2020-04-06,站点28,H23
10440,2020-04-06,站点10,H0
10441,2020-04-06,站点10,H1
10442,2020-04-06,站点10,H2
10443,2020-04-06,站点10,H3
10444,2020-04-06,站点10,H4
10445,2020-04-06,站点10,H5
10446,2020-04-06,站点10,H6
10447,2020-04-06,站点10,H7
10448,2020-04-06,站点10,H8
10449,2020-04-06,站点10,H9
10450,2020-04-06,站点10,H10
10451,2020-04-06,站点10,H11
10452,2020-04-06,站点10,H12
10453,2020-04-06,站点10,H13
10454,2020-04-06,站点10,H14
10455,2020-04-06,站点10,H15
10456,2020-04-06,站点10,H16
10457,2020-04-06,站点10,H17
10458,2020-04-06,站点10,H18
10459,2020-04-06,站点10,H19
10460,2020-04-06,站点10,H20
10461,2020-04-06,站点10,H21
10462,2020-04-06,站点10,H22
10463,2020-04-06,站点10,H23
10464,2020-04-06,站点25,H0
10465,2020-04-06,站点25,H1
10466,2020-04-06,站点25,H2
10467,2020-04-06,站点25,H3
10468,2020-04-06,站点25,H4
10469,2020-04-06,站点25,H5
10470,2020-04-06,站点25,H6
10471,2020-04-06,站点25,H7
10472,2020-04-06,站点25,H8
10473,2020-04-06,站点25,H9
10474,2020-04-06,站点25,H10
10475,2020-04-06,站点25,H11
10476,2020-04-06,站点25,H12
10477,2020-04-06,站点25,H13
10478,2020-04-06,站点25,H14
10479,2020-04-06,站点25,H15
10480,2020-04-06,站点25,H16
10481,2020-04-06,站点25,H17
10482,2020-04-06,站点25,H18
10483,2020-04-06,站点25,H19
10484,2020-04-06,站点25,H20
10485,2020-04-06,站点25,H21
10486,2020-04-06,站点25,H22
10487,2020-04-06,站点25,H23
10488,2020-04-06,站点8,H0
10489,2020-04-06,站点8,H1
10490,2020-04-06,站点8,H2
10491,2020-04-06,站点8,H3
10492,2020-04-06,站点8,H4
10493,2020-04-06,站点8,H5
10494,2020-04-06,站点8,H6
10495,2020-04-06,站点8,H7
10496,2020-04-06,站点8,H8
10497,2020-04-06,站点8,H9
10498,2020-04-06,站点8,H10
10499,2020-04-06,站点8,H11
10500,2020-04-06,站点8,H12
10501,2020-04-06,站点8,H13
10502,2020-04-06,站点8,H14
10503,2020-04-06,站点8,H15
10504,2020-04-06,站点8,H16
10505,2020-04-06,站点8,H17
10506,2020-04-06,站点8,H18
10507,2020-04-06,站点8,H19
10508,2020-04-06,站点8,H20
10509,2020-04-06,站点8,H21
10510,2020-04-06,站点8,H22
10511,2020-04-06,站点8,H23
10512,2020-04-06,站点18,H0
10513,2020-04-06,站点18,H1
10514,2020-04-06,站点18,H2
10515,2020-04-06,站点18,H3
10516,2020-04-06,站点18,H4
10517,2020-04-06,站点18,H5
10518,2020-04-06,站点18,H6
10519,2020-04-06,站点18,H7
10520,2020-04-06,站点18,H8
10521,2020-04-06,站点18,H9
10522,2020-04-06,站点18,H10
10523,2020-04-06,站点18,H11
10524,2020-04-06,站点18,H12
10525,2020-04-06,站点18,H13
10526,2020-04-06,站点18,H14
10527,2020-04-06,站点18,H15
10528,2020-04-06,站点18,H16
10529,2020-04-06,站点18,H17
10530,2020-04-06,站点18,H18
10531,2020-04-06,站点18,H19
10532,2020-04-06,站点18,H20
10533,2020-04-06,站点18,H21
10534,2020-04-06,站点18,H22
10535,2020-04-06,站点18,H23
10536,2020-04-06,站点13,H0
10537,2020-04-06,站点13,H1
10538,2020-04-06,站点13,H2
10539,2020-04-06,站点13,H3
10540,2020-04-06,站点13,H4
10541,2020-04-06,站点13,H5
10542,2020-04-06,站点13,H6
10543,2020-04-06,站点13,H7
10544,2020-04-06,站点13,H8
10545,2020-04-06,站点13,H9
10546,2020-04-06,站点13,H10
10547,2020-04-06,站点13,H11
10548,2020-04-06,站点13,H12
10549,2020-04-06,站点13,H13
10550,2020-04-06,站点13,H14
10551,2020-04-06,站点13,H15
10552,2020-04-06,站点13,H16
10553,2020-04-06,站点13,H17
10554,2020-04-06,站点13,H18
10555,2020-04-06,站点13,H19
10556,2020-04-06,站点13,H20
10557,2020-04-06,站点13,H21
10558,2020-04-06,站点13,H22
10559,2020-04-06,站点13,H23
10560,2020-04-06,站点16,H0
10561,2020-04-06,站点16,H1
10562,2020-04-06,站点16,H2
10563,2020-04-06,站点16,H3
10564,2020-04-06,站点16,H4
10565,2020-04-06,站点16,H5
10566,2020-04-06,站点16,H6
10567,2020-04-06,站点16,H7
10568,2020-04-06,站点16,H8
10569,2020-04-06,站点16,H9
10570,2020-04-06,站点16,H10
10571,2020-04-06,站点16,H11
10572,2020-04-06,站点16,H12
10573,2020-04-06,站点16,H13
10574,2020-04-06,站点16,H14
10575,2020-04-06,站点16,H15
10576,2020-04-06,站点16,H16
10577,2020-04-06,站点16,H17
10578,2020-04-06,站点16,H18
10579,2020-04-06,站点16,H19
10580,2020-04-06,站点16,H20
10581,2020-04-06,站点16,H21
10582,2020-04-06,站点16,H22
10583,2020-04-06,站点16,H23
10584,2020-04-06,站点23,H0
10585,2020-04-06,站点23,H1
10586,2020-04-06,站点23,H2
10587,2020-04-06,站点23,H3
10588,2020-04-06,站点23,H4
10589,2020-04-06,站点23,H5
10590,2020-04-06,站点23,H6
10591,2020-04-06,站点23,H7
10592,2020-04-06,站点23,H8
10593,2020-04-06,站点23,H9
10594,2020-04-06,站点23,H10
10595,2020-04-06,站点23,H11
10596,2020-04-06,站点23,H12
10597,2020-04-06,站点23,H13
10598,2020-04-06,站点23,H14
10599,2020-04-06,站点23,H15
10600,2020-04-06,站点23,H16
10601,2020-04-06,站点23,H17
10602,2020-04-06,站点23,H18
10603,2020-04-06,站点23,H19
10604,2020-04-06,站点23,H20
10605,2020-04-06,站点23,H21
10606,2020-04-06,站点23,H22
10607,2020-04-06,站点23,H23
10608,2020-04-06,站点14,H0
10609,2020-04-06,站点14,H1
10610,2020-04-06,站点14,H2
10611,2020-04-06,站点14,H3
10612,2020-04-06,站点14,H4
10613,2020-04-06,站点14,H5
10614,2020-04-06,站点14,H6
10615,2020-04-06,站点14,H7
10616,2020-04-06,站点14,H8
10617,2020-04-06,站点14,H9
10618,2020-04-06,站点14,H10
10619,2020-04-06,站点14,H11
10620,2020-04-06,站点14,H12
10621,2020-04-06,站点14,H13
10622,2020-04-06,站点14,H14
10623,2020-04-06,站点14,H15
10624,2020-04-06,站点14,H16
10625,2020-04-06,站点14,H17
10626,2020-04-06,站点14,H18
10627,2020-04-06,站点14,H19
10628,2020-04-06,站点14,H20
10629,2020-04-06,站点14,H21
10630,2020-04-06,站点14,H22
10631,2020-04-06,站点14,H23
10632,2020-04-06,站点15,H0
10633,2020-04-06,站点15,H1
10634,2020-04-06,站点15,H2
10635,2020-04-06,站点15,H3
10636,2020-04-06,站点15,H4
10637,2020-04-06,站点15,H5
10638,2020-04-06,站点15,H6
10639,2020-04-06,站点15,H7
10640,2020-04-06,站点15,H8
10641,2020-04-06,站点15,H9
10642,2020-04-06,站点15,H10
10643,2020-04-06,站点15,H11
10644,2020-04-06,站点15,H12
10645,2020-04-06,站点15,H13
10646,2020-04-06,站点15,H14
10647,2020-04-06,站点15,H15
10648,2020-04-06,站点15,H16
10649,2020-04-06,站点15,H17
10650,2020-04-06,站点15,H18
10651,2020-04-06,站点15,H19
10652,2020-04-06,站点15,H20
10653,2020-04-06,站点15,H21
10654,2020-04-06,站点15,H22
10655,2020-04-06,站点15,H23
10656,2020-04-06,站点19,H0
10657,2020-04-06,站点19,H1
10658,2020-04-06,站点19,H2
10659,2020-04-06,站点19,H3
10660,2020-04-06,站点19,H4
10661,2020-04-06,站点19,H5
10662,2020-04-06,站点19,H6
10663,2020-04-06,站点19,H7
10664,2020-04-06,站点19,H8
10665,2020-04-06,站点19,H9
10666,2020-04-06,站点19,H10
10667,2020-04-06,站点19,H11
10668,2020-04-06,站点19,H12
10669,2020-04-06,站点19,H13
10670,2020-04-06,站点19,H14
10671,2020-04-06,站点19,H15
10672,2020-04-06,站点19,H16
10673,2020-04-06,站点19,H17
10674,2020-04-06,站点19,H18
10675,2020-04-06,站点19,H19
10676,2020-04-06,站点19,H20
10677,2020-04-06,站点19,H21
10678,2020-04-06,站点19,H22
10679,2020-04-06,站点19,H23
10680,2020-04-06,站点12,H0
10681,2020-04-06,站点12,H1
10682,2020-04-06,站点12,H2
10683,2020-04-06,站点12,H3
10684,2020-04-06,站点12,H4
10685,2020-04-06,站点12,H5
10686,2020-04-06,站点12,H6
10687,2020-04-06,站点12,H7
10688,2020-04-06,站点12,H8
10689,2020-04-06,站点12,H9
10690,2020-04-06,站点12,H10
10691,2020-04-06,站点12,H11
10692,2020-04-06,站点12,H12
10693,2020-04-06,站点12,H13
10694,2020-04-06,站点12,H14
10695,2020-04-06,站点12,H15
10696,2020-04-06,站点12,H16
10697,2020-04-06,站点12,H17
10698,2020-04-06,站点12,H18
10699,2020-04-06,站点12,H19
10700,2020-04-06,站点12,H20
10701,2020-04-06,站点12,H21
10702,2020-04-06,站点12,H22
10703,2020-04-06,站点12,H23
10704,2020-04-06,站点17,H0
10705,2020-04-06,站点17,H1
10706,2020-04-06,站点17,H2
10707,2020-04-06,站点17,H3
10708,2020-04-06,站点17,H4
10709,2020-04-06,站点17,H5
10710,2020-04-06,站点17,H6
10711,2020-04-06,站点17,H7
10712,2020-04-06,站点17,H8
10713,2020-04-06,站点17,H9
10714,2020-04-06,站点17,H10
10715,2020-04-06,站点17,H11
10716,2020-04-06,站点17,H12
10717,2020-04-06,站点17,H13
10718,2020-04-06,站点17,H14
10719,2020-04-06,站点17,H15
10720,2020-04-06,站点17,H16
10721,2020-04-06,站点17,H17
10722,2020-04-06,站点17,H18
10723,2020-04-06,站点17,H19
10724,2020-04-06,站点17,H20
10725,2020-04-06,站点17,H21
10726,2020-04-06,站点17,H22
10727,2020-04-06,站点17,H23
10728,2020-04-06,站点2,H0
10729,2020-04-06,站点2,H1
10730,2020-04-06,站点2,H2
10731,2020-04-06,站点2,H3
10732,2020-04-06,站点2,H4
10733,2020-04-06,站点2,H5
10734,2020-04-06,站点2,H6
10735,2020-04-06,站点2,H7
10736,2020-04-06,站点2,H8
10737,2020-04-06,站点2,H9
10738,2020-04-06,站点2,H10
10739,2020-04-06,站点2,H11
10740,2020-04-06,站点2,H12
10741,2020-04-06,站点2,H13
10742,2020-04-06,站点2,H14
10743,2020-04-06,站点2,H15
10744,2020-04-06,站点2,H16
10745,2020-04-06,站点2,H17
10746,2020-04-06,站点2,H18
10747,2020-04-06,站点2,H19
10748,2020-04-06,站点2,H20
10749,2020-04-06,站点2,H21
10750,2020-04-06,站点2,H22
10751,2020-04-06,站点2,H23
10752,2020-04-06,站点9,H0
10753,2020-04-06,站点9,H1
10754,2020-04-06,站点9,H2
10755,2020-04-06,站点9,H3
10756,2020-04-06,站点9,H4
10757,2020-04-06,站点9,H5
10758,2020-04-06,站点9,H6
10759,2020-04-06,站点9,H7
10760,2020-04-06,站点9,H8
10761,2020-04-06,站点9,H9
10762,2020-04-06,站点9,H10
10763,2020-04-06,站点9,H11
10764,2020-04-06,站点9,H12
10765,2020-04-06,站点9,H13
10766,2020-04-06,站点9,H14
10767,2020-04-06,站点9,H15
10768,2020-04-06,站点9,H16
10769,2020-04-06,站点9,H17
10770,2020-04-06,站点9,H18
10771,2020-04-06,站点9,H19
10772,2020-04-06,站点9,H20
10773,2020-04-06,站点9,H21
10774,2020-04-06,站点9,H22
10775,2020-04-06,站点9,H23
10776,2020-04-06,站点6,H0
10777,2020-04-06,站点6,H1
10778,2020-04-06,站点6,H2
10779,2020-04-06,站点6,H3
10780,2020-04-06,站点6,H4
10781,2020-04-06,站点6,H5
10782,2020-04-06,站点6,H6
10783,2020-04-06,站点6,H7
10784,2020-04-06,站点6,H8
10785,2020-04-06,站点6,H9
10786,2020-04-06,站点6,H10
10787,2020-04-06,站点6,H11
10788,2020-04-06,站点6,H12
10789,2020-04-06,站点6,H13
10790,2020-04-06,站点6,H14
10791,2020-04-06,站点6,H15
10792,2020-04-06,站点6,H16
10793,2020-04-06,站点6,H17
10794,2020-04-06,站点6,H18
10795,2020-04-06,站点6,H19
10796,2020-04-06,站点6,H20
10797,2020-04-06,站点6,H21
10798,2020-04-06,站点6,H22
10799,2020-04-06,站点6,H23
10800,2020-04-07,站点4,H0
10801,2020-04-07,站点4,H1
10802,2020-04-07,站点4,H2
10803,2020-04-07,站点4,H3
10804,2020-04-07,站点4,H4
10805,2020-04-07,站点4,H5
10806,2020-04-07,站点4,H6
10807,2020-04-07,站点4,H7
10808,2020-04-07,站点4,H8
10809,2020-04-07,站点4,H9
10810,2020-04-07,站点4,H10
10811,2020-04-07,站点4,H11
10812,2020-04-07,站点4,H12
10813,2020-04-07,站点4,H13
10814,2020-04-07,站点4,H14
10815,2020-04-07,站点4,H15
10816,2020-04-07,站点4,H16
10817,2020-04-07,站点4,H17
10818,2020-04-07,站点4,H18
10819,2020-04-07,站点4,H19
10820,2020-04-07,站点4,H20
10821,2020-04-07,站点4,H21
10822,2020-04-07,站点4,H22
10823,2020-04-07,站点4,H23
10824,2020-04-07,站点7,H0
10825,2020-04-07,站点7,H1
10826,2020-04-07,站点7,H2
10827,2020-04-07,站点7,H3
10828,2020-04-07,站点7,H4
10829,2020-04-07,站点7,H5
10830,2020-04-07,站点7,H6
10831,2020-04-07,站点7,H7
10832,2020-04-07,站点7,H8
10833,2020-04-07,站点7,H9
10834,2020-04-07,站点7,H10
10835,2020-04-07,站点7,H11
10836,2020-04-07,站点7,H12
10837,2020-04-07,站点7,H13
10838,2020-04-07,站点7,H14
10839,2020-04-07,站点7,H15
10840,2020-04-07,站点7,H16
10841,2020-04-07,站点7,H17
10842,2020-04-07,站点7,H18
10843,2020-04-07,站点7,H19
10844,2020-04-07,站点7,H20
10845,2020-04-07,站点7,H21
10846,2020-04-07,站点7,H22
10847,2020-04-07,站点7,H23
10848,2020-04-07,站点22,H0
10849,2020-04-07,站点22,H1
10850,2020-04-07,站点22,H2
10851,2020-04-07,站点22,H3
10852,2020-04-07,站点22,H4
10853,2020-04-07,站点22,H5
10854,2020-04-07,站点22,H6
10855,2020-04-07,站点22,H7
10856,2020-04-07,站点22,H8
10857,2020-04-07,站点22,H9
10858,2020-04-07,站点22,H10
10859,2020-04-07,站点22,H11
10860,2020-04-07,站点22,H12
10861,2020-04-07,站点22,H13
10862,2020-04-07,站点22,H14
10863,2020-04-07,站点22,H15
10864,2020-04-07,站点22,H16
10865,2020-04-07,站点22,H17
10866,2020-04-07,站点22,H18
10867,2020-04-07,站点22,H19
10868,2020-04-07,站点22,H20
10869,2020-04-07,站点22,H21
10870,2020-04-07,站点22,H22
10871,2020-04-07,站点22,H23
10872,2020-04-07,站点21,H0
10873,2020-04-07,站点21,H1
10874,2020-04-07,站点21,H2
10875,2020-04-07,站点21,H3
10876,2020-04-07,站点21,H4
10877,2020-04-07,站点21,H5
10878,2020-04-07,站点21,H6
10879,2020-04-07,站点21,H7
10880,2020-04-07,站点21,H8
10881,2020-04-07,站点21,H9
10882,2020-04-07,站点21,H10
10883,2020-04-07,站点21,H11
10884,2020-04-07,站点21,H12
10885,2020-04-07,站点21,H13
10886,2020-04-07,站点21,H14
10887,2020-04-07,站点21,H15
10888,2020-04-07,站点21,H16
10889,2020-04-07,站点21,H17
10890,2020-04-07,站点21,H18
10891,2020-04-07,站点21,H19
10892,2020-04-07,站点21,H20
10893,2020-04-07,站点21,H21
10894,2020-04-07,站点21,H22
10895,2020-04-07,站点21,H23
10896,2020-04-07,站点20,H0
10897,2020-04-07,站点20,H1
10898,2020-04-07,站点20,H2
10899,2020-04-07,站点20,H3
10900,2020-04-07,站点20,H4
10901,2020-04-07,站点20,H5
10902,2020-04-07,站点20,H6
10903,2020-04-07,站点20,H7
10904,2020-04-07,站点20,H8
10905,2020-04-07,站点20,H9
10906,2020-04-07,站点20,H10
10907,2020-04-07,站点20,H11
10908,2020-04-07,站点20,H12
10909,2020-04-07,站点20,H13
10910,2020-04-07,站点20,H14
10911,2020-04-07,站点20,H15
10912,2020-04-07,站点20,H16
10913,2020-04-07,站点20,H17
10914,2020-04-07,站点20,H18
10915,2020-04-07,站点20,H19
10916,2020-04-07,站点20,H20
10917,2020-04-07,站点20,H21
10918,2020-04-07,站点20,H22
10919,2020-04-07,站点20,H23
10920,2020-04-07,站点24,H0
10921,2020-04-07,站点24,H1
10922,2020-04-07,站点24,H2
10923,2020-04-07,站点24,H3
10924,2020-04-07,站点24,H4
10925,2020-04-07,站点24,H5
10926,2020-04-07,站点24,H6
10927,2020-04-07,站点24,H7
10928,2020-04-07,站点24,H8
10929,2020-04-07,站点24,H9
10930,2020-04-07,站点24,H10
10931,2020-04-07,站点24,H11
10932,2020-04-07,站点24,H12
10933,2020-04-07,站点24,H13
10934,2020-04-07,站点24,H14
10935,2020-04-07,站点24,H15
10936,2020-04-07,站点24,H16
10937,2020-04-07,站点24,H17
10938,2020-04-07,站点24,H18
10939,2020-04-07,站点24,H19
10940,2020-04-07,站点24,H20
10941,2020-04-07,站点24,H21
10942,2020-04-07,站点24,H22
10943,2020-04-07,站点24,H23
10944,2020-04-07,站点27,H0
10945,2020-04-07,站点27,H1
10946,2020-04-07,站点27,H2
10947,2020-04-07,站点27,H3
10948,2020-04-07,站点27,H4
10949,2020-04-07,站点27,H5
10950,2020-04-07,站点27,H6
10951,2020-04-07,站点27,H7
10952,2020-04-07,站点27,H8
10953,2020-04-07,站点27,H9
10954,2020-04-07,站点27,H10
10955,2020-04-07,站点27,H11
10956,2020-04-07,站点27,H12
10957,2020-04-07,站点27,H13
10958,2020-04-07,站点27,H14
10959,2020-04-07,站点27,H15
10960,2020-04-07,站点27,H16
10961,2020-04-07,站点27,H17
10962,2020-04-07,站点27,H18
10963,2020-04-07,站点27,H19
10964,2020-04-07,站点27,H20
10965,2020-04-07,站点27,H21
10966,2020-04-07,站点27,H22
10967,2020-04-07,站点27,H23
10968,2020-04-07,站点5,H0
10969,2020-04-07,站点5,H1
10970,2020-04-07,站点5,H2
10971,2020-04-07,站点5,H3
10972,2020-04-07,站点5,H4
10973,2020-04-07,站点5,H5
10974,2020-04-07,站点5,H6
10975,2020-04-07,站点5,H7
10976,2020-04-07,站点5,H8
10977,2020-04-07,站点5,H9
10978,2020-04-07,站点5,H10
10979,2020-04-07,站点5,H11
10980,2020-04-07,站点5,H12
10981,2020-04-07,站点5,H13
10982,2020-04-07,站点5,H14
10983,2020-04-07,站点5,H15
10984,2020-04-07,站点5,H16
10985,2020-04-07,站点5,H17
10986,2020-04-07,站点5,H18
10987,2020-04-07,站点5,H19
10988,2020-04-07,站点5,H20
10989,2020-04-07,站点5,H21
10990,2020-04-07,站点5,H22
10991,2020-04-07,站点5,H23
10992,2020-04-07,站点26,H0
10993,2020-04-07,站点26,H1
10994,2020-04-07,站点26,H2
10995,2020-04-07,站点26,H3
10996,2020-04-07,站点26,H4
10997,2020-04-07,站点26,H5
10998,2020-04-07,站点26,H6
10999,2020-04-07,站点26,H7
11000,2020-04-07,站点26,H8
11001,2020-04-07,站点26,H9
11002,2020-04-07,站点26,H10
11003,2020-04-07,站点26,H11
11004,2020-04-07,站点26,H12
11005,2020-04-07,站点26,H13
11006,2020-04-07,站点26,H14
11007,2020-04-07,站点26,H15
11008,2020-04-07,站点26,H16
11009,2020-04-07,站点26,H17
11010,2020-04-07,站点26,H18
11011,2020-04-07,站点26,H19
11012,2020-04-07,站点26,H20
11013,2020-04-07,站点26,H21
11014,2020-04-07,站点26,H22
11015,2020-04-07,站点26,H23
11016,2020-04-07,站点1,H0
11017,2020-04-07,站点1,H1
11018,2020-04-07,站点1,H2
11019,2020-04-07,站点1,H3
11020,2020-04-07,站点1,H4
11021,2020-04-07,站点1,H5
11022,2020-04-07,站点1,H6
11023,2020-04-07,站点1,H7
11024,2020-04-07,站点1,H8
11025,2020-04-07,站点1,H9
11026,2020-04-07,站点1,H10
11027,2020-04-07,站点1,H11
11028,2020-04-07,站点1,H12
11029,2020-04-07,站点1,H13
11030,2020-04-07,站点1,H14
11031,2020-04-07,站点1,H15
11032,2020-04-07,站点1,H16
11033,2020-04-07,站点1,H17
11034,2020-04-07,站点1,H18
11035,2020-04-07,站点1,H19
11036,2020-04-07,站点1,H20
11037,2020-04-07,站点1,H21
11038,2020-04-07,站点1,H22
11039,2020-04-07,站点1,H23
11040,2020-04-07,站点3,H0
11041,2020-04-07,站点3,H1
11042,2020-04-07,站点3,H2
11043,2020-04-07,站点3,H3
11044,2020-04-07,站点3,H4
11045,2020-04-07,站点3,H5
11046,2020-04-07,站点3,H6
11047,2020-04-07,站点3,H7
11048,2020-04-07,站点3,H8
11049,2020-04-07,站点3,H9
11050,2020-04-07,站点3,H10
11051,2020-04-07,站点3,H11
11052,2020-04-07,站点3,H12
11053,2020-04-07,站点3,H13
11054,2020-04-07,站点3,H14
11055,2020-04-07,站点3,H15
11056,2020-04-07,站点3,H16
11057,2020-04-07,站点3,H17
11058,2020-04-07,站点3,H18
11059,2020-04-07,站点3,H19
11060,2020-04-07,站点3,H20
11061,2020-04-07,站点3,H21
11062,2020-04-07,站点3,H22
11063,2020-04-07,站点3,H23
11064,2020-04-07,站点29,H0
11065,2020-04-07,站点29,H1
11066,2020-04-07,站点29,H2
11067,2020-04-07,站点29,H3
11068,2020-04-07,站点29,H4
11069,2020-04-07,站点29,H5
11070,2020-04-07,站点29,H6
11071,2020-04-07,站点29,H7
11072,2020-04-07,站点29,H8
11073,2020-04-07,站点29,H9
11074,2020-04-07,站点29,H10
11075,2020-04-07,站点29,H11
11076,2020-04-07,站点29,H12
11077,2020-04-07,站点29,H13
11078,2020-04-07,站点29,H14
11079,2020-04-07,站点29,H15
11080,2020-04-07,站点29,H16
11081,2020-04-07,站点29,H17
11082,2020-04-07,站点29,H18
11083,2020-04-07,站点29,H19
11084,2020-04-07,站点29,H20
11085,2020-04-07,站点29,H21
11086,2020-04-07,站点29,H22
11087,2020-04-07,站点29,H23
11088,2020-04-07,站点11,H0
11089,2020-04-07,站点11,H1
11090,2020-04-07,站点11,H2
11091,2020-04-07,站点11,H3
11092,2020-04-07,站点11,H4
